video_timestamp,shoulders_inclination,hips_inclination,knee_angle,pelvis_angle,arm_angle,right_shoulder X,right_shoulder Y,left_shoulder X,left_shoulder Y,left_elbow X,left_elbow Y,right_wrist X,right_wrist Y,left_wrist X,left_wrist Y,nose X,nose Y,right_hip X,right_hip Y,left_hip X,left_hip Y,right_knee X,right_knee Y,left_knee X,left_knee Y,right_ankle X,right_ankle Y,left_ankle X,left_ankle Y,midpoint X,midpoint Y
0:00:00,10.828477050851518,6.675198440311227,176.90245161930508,166.65655396576196,173.42560148663136,267,134,324,124,317,172,292,218,303,214,289,110,278,203,312,199,264,259,327,253,251,320,340,319,296,319
0:00:00,9.855525733356671,5.016420291081196,177.5004089121596,166.52600635023123,173.51812075430456,267,134,324,125,317,173,292,219,303,214,289,111,278,202,312,199,263,259,327,255,251,319,340,320,295,319
0:00:00,10.828477050851518,6.675198440311227,176.90245161930508,166.65655396576196,173.42560148663136,267,134,324,124,317,172,292,218,303,214,289,110,278,203,312,199,264,259,327,253,251,320,340,319,296,319
0:00:00,9.855525733356671,5.016420291081196,177.80209667621259,166.44510474150033,173.59940605784868,267,134,324,125,317,173,292,219,303,214,289,111,278,202,312,199,263,259,327,256,251,319,340,320,295,320
0:00:00,9.855525733356671,5.016420291081196,177.5004089121596,166.52600635023123,173.51812075430456,267,134,324,125,317,173,292,219,303,214,289,111,278,202,312,199,263,259,327,255,251,319,340,320,295,319
0:00:00,9.855525733356671,5.016420291081196,178.00892208481744,166.4006215826235,173.66491085468087,267,134,324,125,317,173,291,219,303,214,289,111,278,202,312,199,263,259,327,256,250,319,340,320,295,320
0:00:00,9.855525733356671,5.016420291081196,177.80209667621259,166.44510474150033,173.59940605784868,267,134,324,125,317,173,292,219,303,214,289,111,278,202,312,199,263,259,327,256,251,319,340,320,295,320
0:00:00,9.855525733356671,5.016420291081196,178.12790753063612,166.38585460780718,173.71408130332992,267,134,324,125,317,173,291,219,303,214,289,111,278,202,312,199,263,259,327,257,250,318,341,321,295,319
0:00:00,9.855525733356671,5.016420291081196,178.00892208481744,166.4006215826235,173.66491085468087,267,134,324,125,317,173,291,219,303,214,289,111,278,202,312,199,263,259,327,256,250,319,340,320,295,320
0:00:00,9.855525733356671,5.016420291081196,178.20412627305728,166.4070024221837,173.75552977023054,267,134,324,125,317,173,291,220,303,214,289,112,278,202,312,199,263,259,327,257,250,318,341,321,295,319
0:00:00,9.855525733356671,5.016420291081196,178.12790753063612,166.38585460780718,173.71408130332992,267,134,324,125,317,173,291,219,303,214,289,111,278,202,312,199,263,259,327,257,250,318,341,321,295,319
0:00:00,9.855525733356671,3.3490818947963312,178.22938814384162,166.4223585762229,173.81759503441418,267,134,324,125,317,173,291,220,303,214,289,112,278,202,312,200,263,259,327,257,250,318,341,321,295,319
