video_timestamp,shoulders_inclination,hips_inclination,knee_angle,pelvis_angle,arm_angle,right_shoulder X,right_shoulder Y,left_shoulder X,left_shoulder Y,left_elbow X,left_elbow Y,right_wrist X,right_wrist Y,left_wrist X,left_wrist Y,nose X,nose Y,right_hip X,right_hip Y,left_hip X,left_hip Y,right_knee X,right_knee Y,left_knee X,left_knee Y,right_ankle X,right_ankle Y,left_ankle X,left_ankle Y,midpoint X,midpoint Y
0:00:00,10.499286370653152,1.4612182857354925,177.1818261757724,162.55866109284705,170.92819030411982,270,106,329,96,325,142,296,192,310,181,292,86,285,177,324,176,271,242,338,242,255,307,347,305,301,306
0:00:00,11.435710052664632,1.4996538834164796,177.42432726811884,162.6535708925379,170.94944257462947,270,107,329,96,325,142,297,192,310,181,292,86,285,177,323,176,270,242,338,242,255,307,347,305,301,306
0:00:00,10.499286370653152,1.4612182857354925,177.1818261757724,162.55866109284705,170.92819030411982,270,106,329,96,325,142,296,192,310,181,292,86,285,177,324,176,271,242,338,242,255,307,347,305,301,306
0:00:00,11.435710052664632,1.4612182857357394,177.47837124624007,162.69860717845594,171.0178173032831,270,107,329,96,325,142,298,193,310,181,292,86,284,177,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.435710052664632,1.4996538834164796,177.42432726811884,162.6535708925379,170.94944257462947,270,107,329,96,325,142,297,192,310,181,292,86,285,177,323,176,270,242,338,242,255,307,347,305,301,306
0:00:00,11.264445886266742,0.0,177.50229178956488,162.7234650350655,171.1129535438312,269,107,329,96,325,142,299,193,310,181,293,86,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.435710052664632,1.4612182857357394,177.47837124624007,162.69860717845594,171.0178173032831,270,107,329,96,325,142,298,193,310,181,292,86,284,177,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.53668148175285,162.62722710697955,171.269791462977,269,107,329,96,325,142,299,193,311,181,293,87,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.50229178956488,162.7234650350655,171.1129535438312,269,107,329,96,325,142,299,193,310,181,293,86,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.56329489477412,162.47338222457472,171.47705767780872,269,107,329,96,325,142,299,194,311,181,293,87,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.53668148175285,162.62722710697955,171.269791462977,269,107,329,96,325,142,299,193,311,181,293,87,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.58025709152926,162.34526330642424,171.64372457159467,269,107,329,96,325,142,300,194,311,181,293,88,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.56329489477412,162.47338222457472,171.47705767780872,269,107,329,96,325,142,299,194,311,181,293,87,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,12.18076565682503,1.4612182857357394,177.54365604530935,162.30648778735429,171.6860618351334,269,108,329,96,325,142,300,194,311,181,292,89,284,177,323,176,270,241,338,241,256,308,347,305,301,306
0:00:00,11.264445886266742,0.0,177.58025709152926,162.34526330642424,171.64372457159467,269,107,329,96,325,142,300,194,311,181,293,88,284,176,323,176,270,241,338,241,255,308,347,305,301,306
0:00:00,12.18076565682503,1.4612182857357394,177.4554976922095,162.34998776753147,171.78204199962437,269,108,329,96,325,142,301,194,312,181,292,89,284,177,323,176,270,241,338,241,256,308,348,305,302,306
0:00:00,12.18076565682503,1.4612182857357394,177.54365604530935,162.30648778735429,171.6860618351334,269,108,329,96,325,142,300,194,311,181,292,89,284,177,323,176,270,241,338,241,256,308,347,305,301,306
0:00:00,12.36643275261531,1.4612182857357394,177.46280676466577,162.39875199018377,171.85161987631417,269,108,328,96,325,142,301,194,312,182,292,90,284,177,323,176,270,241,338,241,256,308,348,305,302,306
0:00:00,12.18076565682503,1.4612182857357394,177.4554976922095,162.34998776753147,171.78204199962437,269,108,329,96,325,142,301,194,312,181,292,89,284,177,323,176,270,241,338,241,256,308,348,305,302,306
0:00:00,12.36643275261531,1.4612182857357394,177.48227837806238,162.43979978421808,171.97368804305827,269,108,328,96,325,142,301,194,312,182,292,90,284,177,323,176,269,241,338,241,256,308,348,305,302,306
0:00:00,12.36643275261531,1.4612182857357394,177.46280676466577,162.39875199018377,171.85161987631417,269,108,328,96,325,142,301,194,312,182,292,90,284,177,323,176,270,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.4747370903411,162.53963686380297,172.06495083424127,269,108,328,97,325,142,301,195,312,182,292,90,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:00,12.36643275261531,1.4612182857357394,177.48227837806238,162.43979978421808,171.97368804305827,269,108,328,96,325,142,301,194,312,182,292,90,284,177,323,176,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.42193250258603,162.6440158135878,172.05040342529094,269,108,328,97,325,142,301,195,312,182,292,91,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.4747370903411,162.53963686380297,172.06495083424127,269,108,328,97,325,142,301,195,312,182,292,90,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.30878093990748,162.74936431023968,172.11253150462917,269,108,328,97,325,142,301,195,312,182,291,91,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.42193250258603,162.6440158135878,172.05040342529094,269,108,328,97,325,142,301,195,312,182,292,91,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,1.499653883416239,177.1537798028371,162.9010278016287,172.20152216535,269,108,328,97,325,142,301,195,312,183,291,91,284,178,322,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,0.0,177.30878093990748,162.74936431023968,172.11253150462917,269,108,328,97,325,142,301,195,312,182,291,91,284,177,323,177,269,241,338,241,256,308,348,305,302,306
0:00:01,11.435710052664632,1.499653883416239,177.1148228157896,162.8584435318236,172.37482290281486,269,108,328,97,325,143,301,195,312,183,291,91,284,178,322,177,269,241,338,241,256,308,348,305,302,306
0:00:00,11.435710052664632,1.499653883416239,177.1537798028371,162.9010278016287,172.20152216535,269,108,328,97,325,142,301,195,312,183,291,91,284,178,322,177,269,241,338,241,256,308,348,305,302,306
